Accession No,Barcode,Order,Family,species,species_old,Preferred_Name,locality,collector,date_origional,date_mod,day,month,month_chr,year,date_chr,date,Determiner,Specimen Type,collection,method
NZAC04104994,NZAC04104994,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris (L.),"Bombus (Bombus) terrestris (Linnaeus, 1758)",New Plymouth,D. Montgomery,19.12.1987,11.12.2496,19,12,December,1987,19/December/1987,19/12/1987,R P Macfarlane,Pin,NZAC,no_data
NZAC04104817,NZAC04104817,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris (L.),"Bombus (Bombus) terrestris (Linnaeus, 1758)",New Plymouth,D. Montgomery,19.12.1987,11.12.2497,19,12,December,1987,19/December/1987,19/12/1987,R P Macfarlane,Pin,NZAC,no_data
NZAC04105089,NZAC04105089,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Secretary Island, Grono Spur",G.W. Gibbs,14/01/1987,14/01/1987,14,1,January,1987,14/January/1987,14/01/1987,,Pin,NZAC,no_data
NZAC04105034,NZAC04105034,Hymenoptera,Colletidae,Hylaeus perhumilis,Hyleoides perhumilis,Hyleoides,Lynfield,B.A. Holloway,1/02/1987,1/02/1987,1,2,February,1987,1/February/1987,1/02/1987,,Pin,NZAC,no_data
NZAC04105053,NZAC04105053,Hymenoptera,Colletidae,Hylaeus perhumilis,Hyleoides perhumilis,Hyleoides,Mt Albert,J.A. Berry,22/05/1987,22/05/1987,22,5,May,1987,22/May/1987,22/05/1987,,Pin,NZAC,no_data
NZAC04109004,NZAC04109004,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007","Mapua Estuary, Bullivants Island",A.K. Walker,Feb-Mar 1987,11.12.2982,NA,NA,NA,1987,NA/NA/1987,NA,,Pin,NZAC,no_data
NZAC04105445,NZAC04105445,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Great Barrier Island, Sandy Bay",B.A. Holloway,07.02.1987,7.02.87,7,2,February,1987,7/February/1987,7/02/1987,B.J. Donovan,Pin,NZAC,no_data
NZAC04105135,NZAC04105135,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Great Barrier Island, Sandy Bay",B.A. Holloway,07.02.1987,7.02.87,7,2,February,1987,7/February/1987,7/02/1987,B.J. Donovan,Pin,NZAC,no_data
NZAC04105121,NZAC04105121,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Mamaku Plateau, Galaxy Rd, 27km W of Rotorua",L.L. Deitz,06.03.1987,6.03.87,6,3,March,1987,6/March/1987,6/03/1987,B.J. Donovan,Pin,NZAC,no_data
NZAC04105690,NZAC04105690,Hymenoptera,Colletidae,Leioproctus waipounamu,Leioproctus waipounamu,"Leioproctus (Leioproctus) waipounamu Donovan, 2007",Hurunui Gorge,R.P. Macfarlane,4/01/1987,4/01/1987,4,1,January,1987,4/January/1987,4/01/1987,,Pin,NZAC,no_data
NZAC04105355,NZAC04105355,Hymenoptera,Colletidae,Leioproctus waipounamu,Leioproctus waipounamu,"Leioproctus (Leioproctus) waipounamu Donovan, 2007",Hurunui Gorge,R.P. Macfarlane,4/01/1987,4/01/1987,4,1,January,1987,4/January/1987,4/01/1987,,Pin,NZAC,no_data
NZAC04105317,NZAC04105317,Hymenoptera,Colletidae,NA,Leioproctus,Leioproctus,"Mercury Is, Korapuki I",G. Hall,13/12/1987,13/12/1987,13,12,December,1987,13/December/1987,13/12/1987,,Pin,NZAC,no_data
NZAC04096849,NZAC04096849,Hymenoptera,Apidae,Apis mellifera,Apis mellifera,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",,2 Apr - 1 May 1988,11.12.2505,1,5,May,1988,1/May/1988,1/05/1988,S T,Pin,NZAC,no_data
NZAC04096476,NZAC04096476,Hymenoptera,Apidae,Apis mellifera,Apis mellifera,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",,2 Apr -1 May 1988,11.12.2506,1,5,May,1988,1/May/1988,1/05/1988,S T,Pin,NZAC,no_data
NZAC04098216,NZAC04098216,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Auckland, Dominion Road",Mrs McDowell,16-Aug-88,16-Aug-88,16,8,August,1988,16/August/1988,16/08/1988,S T,Pin,NZAC,no_data
NZAC04070336,NZAC04070336,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",P A Maddison,1 May - 28 sept 1988,1.01.00,28,9,September,1988,28/September/1988,28/09/1988,S T,Pin,NZAC,no_data
NZAC04070401,NZAC04070401,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",P A Maddison,1 May - 28 sept 1988,1.01.00,28,9,September,1988,28/September/1988,28/09/1988,S T,Pin,NZAC,no_data
NZAC04096666,NZAC04096666,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,28 Sept - 26 Nov 1988,11.12.2813,26,11,November,1988,26/November/1988,26/11/1988,S T,Pin,NZAC,no_data
NZAC04096649,NZAC04096649,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,28 Sept - 26 Nov 1988,11.12.2814,26,11,November,1988,26/November/1988,26/11/1988,S T,Pin,NZAC,no_data
NZAC04096647,NZAC04096647,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,28 Sept - 26 Nov 1988,11.12.2815,26,11,November,1988,26/November/1988,26/11/1988,S T,Pin,NZAC,no_data
NZAC04096625,NZAC04096625,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,28 Sept - 26 Nov 1988,11.12.2816,26,11,November,1988,26/November/1988,26/11/1988,S T,Pin,NZAC,no_data
NZAC04096605,NZAC04096605,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,28 Sept - 26 Nov 1988,11.12.2817,26,11,November,1988,26/November/1988,26/11/1988,S T,Pin,NZAC,no_data
NZAC04069824,NZAC04069824,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Auckland, Mount Roskill",A McRae,Nov-88,Nov-88,NA,11,November,1988,NA/November/1988,NA,S T,Pin,NZAC,no_data
NZAC04070210,NZAC04070210,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,26 Nov - 21 Dec 1988,11.12.2740,21,12,December,1988,21/December/1988,21/12/1988,S T,Pin,NZAC,no_data
NZAC04070522,NZAC04070522,Hymenoptera,Apidae,Bombus hortorum,Bombus hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)","Nelson, Champion St [Rd]",C Ford,25.9.1988,11.12.2739,25,9,September,1988,25/September/1988,25/09/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04104905,NZAC04104905,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabr),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Hawea ,D Lees,18.1.88,11.12.2429,18,1,January,1988,18/January/1988,18/01/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04070398,NZAC04070398,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabr.),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",Tuamarina,R P Macfarlane,9/12/1988,9/12/1988,9,12,December,1988,9/December/1988,9/12/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04070370,NZAC04070370,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabr.),"Bombus (Megabombus) ruderatus (Fabricius, 1775)",1 km E of Grovetown,R P Macfarlane,9/12/1988,9/12/1988,9,12,December,1988,9/December/1988,9/12/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04104705,NZAC04104705,Hymenoptera,Apidae,Bombus ruderatus,Bombus  ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)","Auckland, Mt Eden, 37 Marsden Ave",R McIntosh,6-Feb-88,6-Feb-88,6,2,February,1988,6/February/1988,6/02/1988,,Pin,NZAC,no_data
NZAC04105075,NZAC04105075,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabr.),"Bombus (Megabombus) ruderatus (Fabricius, 1775)","White Ck, E of Haast Pass",D Lees,16.1.88,11.12.2311,16,1,January,1988,16/January/1988,16/01/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04105357,NZAC04105357,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus (Fabricius),"Bombus (Megabombus) ruderatus (Fabricius, 1775)","Wiri, Norman Spencer Drive",Stephanie Robertson,24-Mar-88,24-Mar-88,24,3,March,1988,24/March/1988,24/03/1988,,Pin,NZAC,no_data
NZAC04104866,NZAC04104866,Hymenoptera,Apidae,Bombus subterraneus,Bombus subterraneus (L.),"Bombus (Subterraneobombus) subterraneus (Linnaeus, 1758)",Hawea ,D Lees,18.1.88,11.12.2430,18,1,January,1988,18/January/1988,18/01/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04105578,NZAC04105578,Hymenoptera,Apidae,Bombus terrestris,Bombus (Bombus) terrestris (L),"Bombus (Bombus) terrestris (Linnaeus, 1758)",Wanaka,D. Lees,16.1.1988,11.12.2310,16,1,January,1988,16/January/1988,16/01/1988,R P Macfarlane,Pin,NZAC,no_data
NZAC04070233,NZAC04070233,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris ,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Mt Roskill,G McRae,Nov-88,Nov-88,NA,11,November,1988,NA/November/1988,NA,ST,Pin,NZAC,no_data
NZAC04096422,NZAC04096422,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,1/11/1988,1/11/1988,1,11,November,1988,1/November/1988,1/11/1988,,Pin,NZAC,no_data
NZAC04108737,NZAC04108737,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,20/12/1988,20/12/1988,20,12,December,1988,20/December/1988,20/12/1988,,Pin,NZAC,no_data
NZAC04108972,NZAC04108972,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,20/12/1988,20/12/1988,20,12,December,1988,20/December/1988,20/12/1988,,Pin,NZAC,no_data
NZAC04108978,NZAC04108978,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,20/12/1988,20/12/1988,20,12,December,1988,20/December/1988,20/12/1988,,Pin,NZAC,no_data
NZAC04108968,NZAC04108968,Hymenoptera,Colletidae,Hylaeus agilis,Hyleoides agilis,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,20/12/1988,20/12/1988,20,12,December,1988,20/December/1988,20/12/1988,,Pin,NZAC,no_data
NZAC04096310,NZAC04096310,Hymenoptera,Colletidae,Hylaeus relegatus,Hyleoides relegatus,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,1/11/1988,1/11/1988,1,11,November,1988,1/November/1988,1/11/1988,,Pin,NZAC,no_data
NZAC04067059,NZAC04067059,Hymenoptera,Colletidae,Hylaeus relegatus,Hyleoides relegatus,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,1/11/1988,1/11/1988,1,11,November,1988,1/November/1988,1/11/1988,,Pin,NZAC,no_data
NZAC04070624,NZAC04070624,Hymenoptera,Colletidae,Hylaeus relegatus,Hyleoides relegatus,Hyleoides,"Puketitiri, Little Bush",T.H. Davies,1/11/1988,1/11/1988,1,11,November,1988,1/November/1988,1/11/1988,,Pin,NZAC,no_data
NZAC04108845,NZAC04108845,Hymenoptera,Colletidae,Hylaeus relegatus,Hyleoides relegatus,Hyleoides,"Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04108886,NZAC04108886,Hymenoptera,Colletidae,Hylaeus relegatus,Hyleoides relegatus,Hyleoides,"Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04108747,NZAC04108747,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Puketitiri, Little Bush",T.H. Davies,20.12.1988,11.12.2560,20,12,December,1988,20/December/1988,20/12/1988,S.E. Thorpe,Pin,NZAC,no_data
NZAC04108884,NZAC04108884,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04108889,NZAC04108889,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04108880,NZAC04108880,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04108933,NZAC04108933,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Bethells, Matuku Reserve",G. Hall,21/12/1988,21/12/1988,21,12,December,1988,21/December/1988,21/12/1988,,Pin,NZAC,no_data
NZAC04104870,NZAC04104870,Hymenoptera,Colletidae,Leioproctus fulvescens,Leioproctus fulvescens,"Leioproctus (Nesocolletes) fulvescens (Smith, 1876)","Molesworth, 7 km N Isolated Saddle",B.J. Donovan,14/01/1988,14/01/1988,14,1,January,1988,14/January/1988,14/01/1988,,Pin,NZAC,no_data
NZAC04096496,NZAC04096496,Hymenoptera,Colletidae,Leioproctus monticola,Leioproctus monticola,"Leioproctus (Nesocolletes) monticola (Cockerell, 1925)","Molesworth, Jollies Pass",B.J. Donovan,14/01/1988,14/01/1988,14,1,January,1988,14/January/1988,14/01/1988,,Pin,NZAC,no_data
NZAC04108931,NZAC04108931,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Auckland, Tahuna Torea Reserve",R Pauku,20-Feb-89,20-Feb-89,20,2,February,1989,20/February/1989,20/02/1989,S T,Pin,NZAC,no_data
NZAC04070440,NZAC04070440,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2565,14,3,March,1989,14/March/1989,14/03/1989,S T,Pin,NZAC,no_data
NZAC04070475,NZAC04070475,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2566,14,3,March,1989,14/March/1989,14/03/1989,S T,Pin,NZAC,no_data
NZAC04070473,NZAC04070473,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2567,14,3,March,1989,14/March/1989,14/03/1989,S T,Pin,NZAC,no_data
NZAC04070477,NZAC04070477,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2568,14,3,March,1989,14/March/1989,14/03/1989,S T,Pin,NZAC,no_data
NZAC04070405,NZAC04070405,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2569,14,3,March,1989,14/March/1989,14/03/1989,S T,Pin,NZAC,no_data
NZAC04070410,NZAC04070410,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2570,14,3,March,1989,14/March/1989,14/03/1989,S T ,Pin,NZAC,no_data
NZAC04108936,NZAC04108936,Hymenoptera,Apidae,Apis mellifera,Apis mellifera Linnaeus,"Apis mellifera Linnaeus, 1758",Mt Albert,A Esler,5-May-89,5-May-89,5,5,May,1989,5/May/1989,5/05/1989,B J Donovan,Pin,NZAC,no_data
NZAC04070389,NZAC04070389,Hymenoptera,Apidae,Apis mellifera,"Apis mellifera Linnaeus, 1758","Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2571,14,3,March,1989,14/March/1989,14/03/1989,P A Maddison,Pin,NZAC,no_data
NZAC04070390,NZAC04070390,Hymenoptera,Apidae,Apis mellifera,"Apis mellifera Linnaeus, 1758","Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2572,14,3,March,1989,14/March/1989,14/03/1989,P A Maddison,Pin,NZAC,no_data
NZAC04070391,NZAC04070391,Hymenoptera,Apidae,Apis mellifera,"Apis mellifera Linnaeus, 1758","Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2573,14,3,March,1989,14/March/1989,14/03/1989,P A Maddison,Pin,NZAC,no_data
NZAC04070534,NZAC04070534,Hymenoptera,Apidae,Apis mellifera,"Apis mellifera Linnaeus, 1758","Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,21 Dec 1988 - 14 Mar 1989,11.12.2574,14,3,March,1989,14/March/1989,14/03/1989,P A Maddison,Pin,NZAC,no_data
NZAC04108937,NZAC04108937,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Grovetown,R P Macfarlane,7/12/1989,7/12/1989,7,12,December,1989,7/December/1989,7/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04108990,NZAC04108990,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Tuamarina,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04108995,NZAC04108995,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Grovetown,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04109008,NZAC04109008,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Tuamarina,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04109025,NZAC04109025,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Grovetown,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,,Pin,NZAC,no_data
NZAC04109023,NZAC04109023,Hymenoptera,Apidae,Bombus hortorum,Bombus  hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Tuamarina,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04109050,NZAC04109050,Hymenoptera,Apidae,Bombus hortorum,Bombus hortorum (L),"Bombus (Megabombus) hortorum (Linnaeus, 1761)",Tuamarina,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,R P Macfarlane,Pin,NZAC,no_data
NZAC04070236,NZAC04070236,Hymenoptera,Apidae,Bombus ruderatus,Bombus ruderatus,"Bombus (Megabombus) ruderatus (Fabricius, 1775)","Mapua Estuary, Bullivants I.",A K Walker,June-Dec 1989,11.12.2991,NA,NA,NA,1989,NA/NA/1989,NA,S T,Pin,NZAC,no_data
NZAC04070196,NZAC04070196,Hymenoptera,Apidae,Bombus terrestris,Bombus  terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Bullivants I, Mapua Estuary",A K Walker,June - Dec 1989,11.12.2990,NA,NA,NA,1989,NA/NA/1989,NA,ST,Pin,NZAC,no_data
NZAC04108941,NZAC04108941,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris ,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Tahuna Torea Nat. Res.,R Pauku,20-Feb-89,20-Feb-89,20,2,February,1989,20/February/1989,20/02/1989,ST,Pin,NZAC,no_data
NZAC04096715,NZAC04096715,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris ,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Bullivants I, Mapua Estuary",A K Walker,June-Dec 1989,11.12.2992,NA,NA,NA,1989,NA/NA/1989,NA,ST,Pin,NZAC,no_data
NZAC04109284,NZAC04109284,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris (L.),"Bombus (Bombus) terrestris (Linnaeus, 1758)",Tuamarina,R P Macfarlane,9/12/1989,9/12/1989,9,12,December,1989,9/December/1989,9/12/1989,,Pin,NZAC,no_data
NZAC04109173,NZAC04109173,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2507,23,4,April,1990,23/April/1990,23/04/1990,P A Maddison,Pin,NZAC,no_data
NZAC04100506,NZAC04100506,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2508,23,4,April,1990,23/April/1990,23/04/1990,S T,Pin,NZAC,no_data
NZAC04069833,NZAC04069833,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2509,23,4,April,1990,23/April/1990,23/04/1990,S T,Pin,NZAC,no_data
NZAC04070207,NZAC04070207,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2510,23,4,April,1990,23/April/1990,23/04/1990,S T,Pin,NZAC,no_data
NZAC04096630,NZAC04096630,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2511,23,4,April,1990,23/April/1990,23/04/1990,S T,Pin,NZAC,no_data
NZAC04096347,NZAC04096347,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,2 Feb - 23 Apr 1990,11.12.2512,23,4,April,1990,23/April/1990,23/04/1990,S T,Pin,NZAC,no_data
NZAC04096594,NZAC04096594,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2650,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096580,NZAC04096580,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2651,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096567,NZAC04096567,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2652,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096564,NZAC04096564,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2653,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096563,NZAC04096563,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2654,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096551,NZAC04096551,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2655,29,8,August,1990,29/August/1990,29/08/1990,S T,Pin,NZAC,no_data
NZAC04096550,NZAC04096550,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2656,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
NZAC04096540,NZAC04096540,Hymenoptera,Apidae,Apis mellifera,Apis mellifera ,"Apis mellifera Linnaeus, 1758","Bethells Beach, Matuku Reserve",G Hall,23 Apr - 29 Aug 1990,11.12.2657,29,8,August,1990,29/August/1990,29/08/1990,,Pin,NZAC,no_data
